index,ipa,alphabet,score_abrupt-continuous,score_beautiful-ugly,score_big-small,score_dangerous-safe,score_delicate-rugged,score_exciting-calming,score_fast-slow,score_good-bad,score_happy-sad,score_hard-soft,score_harsh-mellow,score_heavy-light,score_inhibited-free,score_interesting-uninteresting,score_masculine-feminine,score_ordinary-unique,score_passive-active,score_pleasant-unpleasant,score_realistic-fantastical,score_sharp-round,score_simple-complex,score_solid-nonsolid,score_strong-weak,score_tense-relaxed
1538,bɑnow,bahnow,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1539,bɑvi,bahvee,0.0,0.098175,0.08634999999999998,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0,0.0,-0.0020749999999999935,0.0,0.06745,0.0057325000000000015,0.0,0.0762,0.0,-0.0686,-0.013952500000000007,0.0,0.0,0.0,0.0
1540,bɑvej,bahvaye,0.0,0.07854,-0.07596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752,0.0,0.053959999999999994,-0.0886,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1541,bɑvow,bahvow,0.0,0.07854,-0.07596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752,0.0,0.053959999999999994,-0.0886,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1542,bɑði,bahthey,0.0,0.098175,0.08634999999999998,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0,0.0,-0.0020749999999999935,0.0,0.06745,0.0057325000000000015,0.0,0.0762,0.0,-0.0686,-0.013952500000000007,0.0,0.0,0.0,0.0
1543,bɑðej,bah-they,0.0,0.07854,-0.07596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752,0.0,0.053959999999999994,-0.0886,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1544,bɑðow,bah-though,0.0,0.07854,-0.07596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752,0.0,0.053959999999999994,-0.0886,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1545,bɑzi,bahzee,0.0,0.098175,0.08634999999999998,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0,0.0,-0.0020749999999999935,0.0,0.06745,0.0057325000000000015,0.0,0.0762,0.0,-0.0686,-0.013952500000000007,0.0,0.0,0.0,0.0
1546,bɑzej,bahzaye,0.0,0.07854,-0.07596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752,0.0,0.053959999999999994,-0.0886,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1547,bɑzow,bahzow,0.0,0.07854,-0.07596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752,0.0,0.053959999999999994,-0.0886,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1548,bɑfi,bahfee,0.0,0.015725000000000003,0.1649,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0955,0.0,0.09817500000000001,0.0,0.06745,0.17623250000000001,0.0,0.0762,0.0,-0.0686,-0.013952500000000007,0.0,0.0,0.0,0.0
1549,bɑfej,bahfaye,0.0,0.012580000000000003,-0.01312000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.0050000000000000044,0.0,0.053959999999999994,0.04780000000000001,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1550,bɑfow,bahfow,0.0,0.012580000000000003,-0.01312000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.0050000000000000044,0.0,0.053959999999999994,0.04780000000000001,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1551,bɑsi,bahsee,0.0,0.015725000000000003,0.1649,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0955,0.0,0.09817500000000001,0.0,0.06745,0.17623250000000001,0.0,0.0762,0.0,-0.0686,-0.013952500000000007,0.0,0.0,0.0,0.0
1552,bɑsej,bahsaye,0.0,0.012580000000000003,-0.01312000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.0050000000000000044,0.0,0.053959999999999994,0.04780000000000001,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1553,bɑsow,bahsow,0.0,0.012580000000000003,-0.01312000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.0050000000000000044,0.0,0.053959999999999994,0.04780000000000001,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1554,bɑʃi,bahshee,0.0,0.015725000000000003,0.1649,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0955,0.0,0.09817500000000001,0.0,0.06745,0.17623250000000001,0.0,0.0762,0.0,-0.0686,-0.013952500000000007,0.0,0.0,0.0,0.0
1555,bɑʃej,bahshaye,0.0,0.012580000000000003,-0.01312000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.0050000000000000044,0.0,0.053959999999999994,0.04780000000000001,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1556,bɑʃow,bahshow,0.0,0.012580000000000003,-0.01312000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.0050000000000000044,0.0,0.053959999999999994,0.04780000000000001,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1557,bɑbi,bahbee,0.0,0.19635,-0.008600000000000024,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0,0.0,-0.096075,0.0,0.1349,-0.1050175,0.0,0.0762,0.0,-0.0686,0.100545,0.0,0.0,0.0,0.0
1558,bɑbej,bahbaye,0.0,0.15708,-0.15192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1504,0.0,0.10791999999999999,-0.1772,0.0,0.0,0.0,0.0,0.183196,0.0,0.0,0.0,0.0
1559,bɑbow,bahbow,0.0,0.15708,-0.15192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1504,0.0,0.10791999999999999,-0.1772,0.0,0.0,0.0,0.0,0.183196,0.0,0.0,0.0,0.0
1560,bɑdi,bahdee,0.0,0.19635,-0.008600000000000024,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0,0.0,-0.096075,0.0,0.1349,-0.1050175,0.0,0.0762,0.0,-0.0686,0.100545,0.0,0.0,0.0,0.0
1561,bɑdej,bahdaye,0.0,0.15708,-0.15192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1504,0.0,0.10791999999999999,-0.1772,0.0,0.0,0.0,0.0,0.183196,0.0,0.0,0.0,0.0
1562,bɑdow,bahdow,0.0,0.15708,-0.15192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1504,0.0,0.10791999999999999,-0.1772,0.0,0.0,0.0,0.0,0.183196,0.0,0.0,0.0,0.0
1563,bɑɡi,bahggee,0.0,0.098175,0.08634999999999998,0.0,0.0,-0.086675,-0.126625,0.0,-0.103075,0.0,0.0,-0.0020749999999999935,0.0,0.06745,0.0057325000000000015,0.0,0.0762,0.0,-0.0686,-0.013952500000000007,0.0,0.0,0.0,0.0
1564,bɑɡej,bahgaye,0.0,0.07854,-0.07596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752,0.0,0.053959999999999994,-0.0886,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1565,bɑɡow,bahgow,0.0,0.07854,-0.07596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0752,0.0,0.053959999999999994,-0.0886,0.0,0.0,0.0,0.0,0.091598,0.0,0.0,0.0,0.0
1566,bɑpi,bahpee,-0.12275,0.098175,0.08634999999999998,-0.093875,0.12,-0.190575,-0.2244,0.0,-0.103075,-0.14725,-0.1212,-0.0020749999999999935,-0.102625,0.06745,-0.1632675,0.0,0.0762,0.0,-0.155185,-0.17648250000000001,0.0,-0.10275,-0.05735,-0.1244
1567,bɑpej,bahpaye,-0.0982,0.07854,-0.07596,-0.0751,0.096,-0.08312,-0.07822,0.0,0.0,-0.11779999999999999,-0.09696,-0.0752,-0.08209999999999999,0.053959999999999994,-0.2238,0.0,0.0,0.0,-0.069268,-0.038426,0.0,-0.0822,-0.04588,-0.09952
1568,bɑpow,bahpow,-0.0982,0.07854,-0.07596,-0.0751,0.096,-0.08312,-0.07822,0.0,0.0,-0.11779999999999999,-0.09696,-0.0752,-0.08209999999999999,0.053959999999999994,-0.2238,0.0,0.0,0.0,-0.069268,-0.038426,0.0,-0.0822,-0.04588,-0.09952
1569,bɑti,bahtee,-0.12275,0.098175,0.08634999999999998,-0.093875,0.12,-0.190575,-0.2244,0.0,-0.103075,-0.14725,-0.1212,-0.0020749999999999935,-0.102625,0.06745,-0.1632675,0.0,0.0762,0.0,-0.155185,-0.17648250000000001,0.0,-0.10275,-0.05735,-0.1244
1570,bɑtej,bahtaye,-0.0982,0.07854,-0.07596,-0.0751,0.096,-0.08312,-0.07822,0.0,0.0,-0.11779999999999999,-0.09696,-0.0752,-0.08209999999999999,0.053959999999999994,-0.2238,0.0,0.0,0.0,-0.069268,-0.038426,0.0,-0.0822,-0.04588,-0.09952
1571,bɑtow,bahtow,-0.0982,0.07854,-0.07596,-0.0751,0.096,-0.08312,-0.07822,0.0,0.0,-0.11779999999999999,-0.09696,-0.0752,-0.08209999999999999,0.053959999999999994,-0.2238,0.0,0.0,0.0,-0.069268,-0.038426,0.0,-0.0822,-0.04588,-0.09952
1572,bɑki,bahkee,-0.12275,0.098175,0.08634999999999998,-0.093875,0.12,-0.190575,-0.2244,0.0,-0.103075,-0.14725,-0.1212,-0.0020749999999999935,-0.102625,0.06745,-0.1632675,0.0,0.0762,0.0,-0.155185,-0.17648250000000001,0.0,-0.10275,-0.05735,-0.1244
1573,bɑkej,bahkaye,-0.0982,0.07854,-0.07596,-0.0751,0.096,-0.08312,-0.07822,0.0,0.0,-0.11779999999999999,-0.09696,-0.0752,-0.08209999999999999,0.053959999999999994,-0.2238,0.0,0.0,0.0,-0.069268,-0.038426,0.0,-0.0822,-0.04588,-0.09952
1574,bɑkow,bahko,-0.0982,0.07854,-0.07596,-0.0751,0.096,-0.08312,-0.07822,0.0,0.0,-0.11779999999999999,-0.09696,-0.0752,-0.08209999999999999,0.053959999999999994,-0.2238,0.0,0.0,0.0,-0.069268,-0.038426,0.0,-0.0822,-0.04588,-0.09952
1575,bowli,boelee,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.189176,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1576,bowlej,boelaye,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1577,bowlow,boelow,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1578,bowmi,boemee,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.189176,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1579,bowmej,boemaye,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1580,bowmow,boemow,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1581,bowni,boanee,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.189176,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1582,bownej,boanaye,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1583,bownow,boanow,0.14166666666666666,0.0016166666666666645,0.023066666666666662,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.042666666666666665,0.08693333333333332,0.04496666666666666,0.047499999999999994,-0.057666666666666665,-0.10835,0.0,0.0,0.24328000000000002,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
1584,bowvi,boevee,0.0,0.07854,0.06907999999999999,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.0016599999999999948,0.0,0.053959999999999994,0.0045860000000000015,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1585,bowvej,boevaye,0.0,0.06545,-0.06330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06266666666666666,0.0,0.04496666666666666,-0.07383333333333333,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1586,bowvow,boevow,0.0,0.06545,-0.06330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06266666666666666,0.0,0.04496666666666666,-0.07383333333333333,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1587,bowði,boethey,0.0,0.07854,0.06907999999999999,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.0016599999999999948,0.0,0.053959999999999994,0.0045860000000000015,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1588,bowðej,boe-they,0.0,0.06545,-0.06330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06266666666666666,0.0,0.04496666666666666,-0.07383333333333333,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1589,bowðow,boe-though,0.0,0.06545,-0.06330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06266666666666666,0.0,0.04496666666666666,-0.07383333333333333,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1590,bowzi,boezee,0.0,0.07854,0.06907999999999999,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.0016599999999999948,0.0,0.053959999999999994,0.0045860000000000015,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1591,bowzej,boezaye,0.0,0.06545,-0.06330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06266666666666666,0.0,0.04496666666666666,-0.07383333333333333,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1592,bowzow,boezow,0.0,0.06545,-0.06330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06266666666666666,0.0,0.04496666666666666,-0.07383333333333333,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1593,bowfi,boefee,0.0,0.012580000000000003,0.13191999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.07854000000000001,0.0,0.053959999999999994,0.140986,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1594,bowfej,boefaye,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1595,bowfow,boefow,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1596,bowsi,boesee,0.0,0.012580000000000003,0.13191999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.07854000000000001,0.0,0.053959999999999994,0.140986,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1597,bowsej,boesaye,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1598,bowsow,boesow,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1599,bowʃi,boeshee,0.0,0.012580000000000003,0.13191999999999998,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0764,0.0,0.07854000000000001,0.0,0.053959999999999994,0.140986,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1600,bowʃej,boeshaye,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1601,bowʃow,boeshow,0.0,0.010483333333333336,-0.010933333333333342,0.0,0.0,0.0,0.0,0.0,0.0,0.06366666666666666,0.0,0.00416666666666667,0.0,0.04496666666666666,0.03983333333333334,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1602,bowbi,boebee,0.0,0.15708,-0.00688000000000002,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.07686,0.0,0.10791999999999999,-0.084014,0.0,0.06096,0.0,-0.05488,0.080436,0.0,0.0,0.0,0.0
1603,bowbej,boebaye,0.0,0.1309,-0.12660000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12533333333333332,0.0,0.08993333333333332,-0.14766666666666667,0.0,0.0,0.0,0.0,0.15266333333333335,0.0,0.0,0.0,0.0
1604,bowbow,boebow,0.0,0.1309,-0.12660000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12533333333333332,0.0,0.08993333333333332,-0.14766666666666667,0.0,0.0,0.0,0.0,0.15266333333333335,0.0,0.0,0.0,0.0
1605,bowdi,boedee,0.0,0.15708,-0.00688000000000002,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.07686,0.0,0.10791999999999999,-0.084014,0.0,0.06096,0.0,-0.05488,0.080436,0.0,0.0,0.0,0.0
1606,bowdej,boedaye,0.0,0.1309,-0.12660000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12533333333333332,0.0,0.08993333333333332,-0.14766666666666667,0.0,0.0,0.0,0.0,0.15266333333333335,0.0,0.0,0.0,0.0
1607,bowdow,boedow,0.0,0.1309,-0.12660000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12533333333333332,0.0,0.08993333333333332,-0.14766666666666667,0.0,0.0,0.0,0.0,0.15266333333333335,0.0,0.0,0.0,0.0
1608,bowɡi,boeggee,0.0,0.07854,0.06907999999999999,0.0,0.0,-0.06934,-0.10129999999999999,0.0,-0.08246,0.0,0.0,-0.0016599999999999948,0.0,0.053959999999999994,0.0045860000000000015,0.0,0.06096,0.0,-0.05488,-0.011162000000000005,0.0,0.0,0.0,0.0
1609,bowɡej,boegaye,0.0,0.06545,-0.06330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06266666666666666,0.0,0.04496666666666666,-0.07383333333333333,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1610,bowɡow,boegow,0.0,0.06545,-0.06330000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06266666666666666,0.0,0.04496666666666666,-0.07383333333333333,0.0,0.0,0.0,0.0,0.07633166666666667,0.0,0.0,0.0,0.0
1611,bowpi,boepee,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1612,bowpej,boepaye,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1613,bowpow,boepow,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1614,bowti,boetee,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1615,bowtej,boetaye,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1616,bowtow,boetow,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1617,bowki,boekee,-0.0982,0.07854,0.06907999999999999,-0.0751,0.096,-0.15245999999999998,-0.17951999999999999,0.0,-0.08246,-0.11779999999999999,-0.09696,-0.0016599999999999948,-0.08209999999999999,0.053959999999999994,-0.130614,0.0,0.06096,0.0,-0.124148,-0.141186,0.0,-0.0822,-0.04588,-0.09952
1618,bowkej,boekaye,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1619,bowkow,boeko,-0.08183333333333333,0.06545,-0.06330000000000001,-0.06258333333333334,0.08,-0.06926666666666667,-0.06518333333333333,0.0,0.0,-0.09816666666666667,-0.0808,-0.06266666666666666,-0.06841666666666667,0.04496666666666666,-0.1865,0.0,0.0,0.0,-0.05772333333333333,-0.03202166666666667,0.0,-0.06849999999999999,-0.038233333333333334,-0.08293333333333333
1620,dili,deelee,0.2125,0.0024249999999999966,0.3972,0.13895,-0.22625,0.043649999999999994,-0.07092499999999999,0.0,-0.20615,0.22225,0.22455,0.24785000000000001,0.1304,0.06745,0.304215,-0.0865,-0.010124999999999995,0.0,-0.1372,0.10801999999999998,-0.187795,0.18525,0.158975,0.165775
1621,dilej,deelaye,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.18917599999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1622,dilow,deelow,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.18917599999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1623,dimi,deemee,0.2125,0.0024249999999999966,0.3972,0.13895,-0.22625,0.043649999999999994,-0.07092499999999999,0.0,-0.20615,0.22225,0.22455,0.24785000000000001,0.1304,0.06745,0.304215,-0.0865,-0.010124999999999995,0.0,-0.1372,0.10801999999999998,-0.187795,0.18525,0.158975,0.165775
1624,dimej,deemaye,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.18917599999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1625,dimow,deemow,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.18917599999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
1626,dini,deenee,0.2125,0.0024249999999999966,0.3972,0.13895,-0.22625,0.043649999999999994,-0.07092499999999999,0.0,-0.20615,0.22225,0.22455,0.24785000000000001,0.1304,0.06745,0.304215,-0.0865,-0.010124999999999995,0.0,-0.1372,0.10801999999999998,-0.187795,0.18525,0.158975,0.165775
1627,dinej,deenaye,0.16999999999999998,0.0019399999999999973,0.17271999999999998,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.12474,0.10432,0.053959999999999994,0.150186,-0.0692,-0.06906,0.0,-0.05488,0.18917599999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
